#cachesize,recordcount,fieldcount,fieldlength,operationcount,threads,binding,workload,integrity,distribution,readonly,preload,memory,oop,filesystem,heapsize,hinitoccper,n_run,operation,value
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,update_lat,14685.178295281019
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,runtime,68738
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,throughput,712851.6977508802
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,total_gc_time_%,29.762285780790833
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,load,15239872511
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,used_mem_mb_min,70
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,used_mem_mb_max,6578
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,main_gc_count,116
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,main_gc_time_ms,18572
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,transaction,51748274175
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,load_gc_time_ms,1869
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,read_ops,24010265
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,read_lat,8950.378744674414
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,init,1620508671
